,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
216,vi,https://vi.wikipedia.org/wiki/Angkor_Thom,http://upload.wikimedia.org/wikipedia/commons/5/56/Bayon_temple%2C_Angkor_Thom.jpg,Angkor Thom,,Angkor Thom,"Đền Bayon, Angkor Thom","English: Bayon temple, Angkor Thom",,image/jpeg,640,425,True,True,True,"Angkor Thom là thành phố thủ đô cuối cùng và lâu dài nhất của Đế quốc Khmer. Thành được vua Jayavarman VII xây dựng vào cuối thế kỷ XII. Thành rộng 9 km², bên trong có nhiều đền thờ từ các thời kỳ trước cũng như các đền thời được Jayavarman và những người nối nghiệp ông xây dựng. Tại trung tâm thành là ngôi đền quốc gia của Jayavarman, đền Bayon, với các di tích khác quần tụ quanh khu quảng trường Chiến thắng nằm ngay phía Bắc đền."
217,vi,https://vi.wikipedia.org/wiki/Melastoma_polyanthum,https://upload.wikimedia.org/wikipedia/commons/7/7c/%E9%87%8E%E7%89%A1%E4%B8%B9.jpg,Melastoma polyanthum,,Melastoma polyanthum,,中文（香港）‎: 野牡丹 English: Straits rhododendron,,image/jpeg,333,500,True,True,True,"Melastoma polyanthum là một loài cây bụi, thuộc chi Mua họ thực vật Melastomataceae. Nó phân bố rộng khắp Đông Nam Á đến Úc, nơi chúng sinh sống chủ yếu gần bờ biển phía bắc và phía đông của đất nước. Quả của nó có thể ăn được mặc dù nhuộm miệng đen, và lá và nhựa cây được sử dụng trong thảo dược.
Melastoma polyanthum được tìm thấy ở Đông Nam Á bao gồm Việt Nam Borneo, Papua New Guinea, New Hebrides, và Australia."
218,id,https://id.wikipedia.org/wiki/Nakhon_Sawan,https://upload.wikimedia.org/wikipedia/commons/2/2a/Nakhonsawan03.jpg,Nakhon Sawan,,Nakhon Sawan,,"Nakhon Sawan, June 2003",Nakhon Sawan,image/jpeg,706,1136,True,True,True,"Nakhon Sawan adalah kota di Thailand. Kota ini adalah ibu kota dari Provinsi Nakhon Sawan. Nakhon Sawan terletak 240 km sebelah utara Bangkok.
Bueng Boraphet terletak di sebelah timur Nakhon Sawan."
219,id,https://id.wikipedia.org/wiki/Masjid_Raya_Ganting,https://upload.wikimedia.org/wikipedia/commons/4/49/Masjid_Ganting_sekitar_seabad_yang_silam.jpg,Masjid Raya Ganting,Cikal bakal dan pendirian,Masjid Raya Ganting / Pembangunan / Cikal bakal dan pendirian,,Bahasa Indonesia: Masjid Ganting sekitar seabad yang silam,,image/jpeg,481,766,True,True,True,"Masjid Raya Ganting adalah masjid peninggalan abad ke-19 yang terletak di Kampung Ganting, Kecamatan Padang Timur, Kota Padang, Sumatra Barat, Indonesia. Tercatat sebagai masjid tertua di Padang, cikal bakal masjid ini berawal dari sebuah surau di Seberang Padang, daerah permukiman awal dalam sejarah Kota Padang. Arsitekturnya merepresentasikan akulturasi etnis-etnis yang ada di Padang dengan pengaruh Neoklasik dari Eropa yang dominan pada bagian fasad.
Berada di kawasan yang dulunya merupakan pusat kota, Masjid Raya Ganting merupakan masjid terbesar di Minangkabau pada awal abad ke-20. Masjid ini telah berkontribusi dalam pengembangan dakwah Islam setempat, menjadi tempat perdebatan wacana keislaman di Minangkabau, hingga berperan dalam masa genting saat Sumatra Barat diduduki oleh tentara Jepang. Pamornya meredup seiring kehadiran masjid besar baru seperti Masjid Nurul Iman dan Masjid Taqwa Muhammadiyah serta adanya perluasan wilayah administrasi Kota Padang pada 1980.
Bangunan Masjid Raya Ganting terpelihara dengan baik walaupun sempat mengalami kerusakan akibat gempa bumi tahun 2005 dan 2009."
220,fil,"https://tl.wikipedia.org/wiki/Jose_Abad_Santos,_Davao_Occidental",https://upload.wikimedia.org/wikipedia/commons/4/40/Ph_locator_davao_occidental_jose_abad_santos.png,"Jose Abad Santos, Davao Occidental",,"Jose Abad Santos, Davao Occidental",Mapa ng Davao Occidental na nagpapakita sa lokasyon ng Jose Abad Santos.,English: Map of the new province of Davao Occidental with the Municipality of Jose Abad Santos highlighted.,Mapa ng Davao Occidental na nagpapakita sa lokasyon ng Jose Abad Santos.,image/png,240,300,True,True,True,"Ang Bayan ng Jose Abad Santos ay isang ika-2 na klaseng bayan sa lalawigan ng Davao Occidental, Pilipinas. Ayon sa 2015 senso, ito ay may populasyon na 76,332 sa may 17,990 na kabahayan. Pinangalan ang bayan sa paggalang sa dating Punong Mahistrado ng Kataas-taasang Hukuman ng Pilipinas na si Jose Abad Santos."
221,war,https://war.wikipedia.org/wiki/Dicaeum_australe,https://upload.wikimedia.org/wikipedia/commons/c/c7/DicaeumPrionochilusSmit.jpg,Dicaeum australe,,Dicaeum australe,,"(bottom) Dicæum schistaceum = Dicaeum australe (Hermann, 1783), ♂ (center) Dicæum everetti Tweeddale, 1877 (non Sharpe, 1877: preoccupied) = Dicaeum hypoleucum pontifex Mayr, 1946, ♂ (top) Prionochilus olivaceus = Prionochilus olivaceus olivaceus Tweeddale, 1877, ♀ English: Olive-backed Flowerpecker, adult female (top); Buzzing Flowerpecker, adult male (center); Red-striped Flowerpecker, adult male (bottom)",,image/jpeg,2870,1846,True,True,True,"An Dicaeum australe in uska species han Aves nga syahan ginhulagway ni Hermann hadton 1783. An Dicaeum australe in nahilalakip ha genus nga Dicaeum, ngan familia nga Nectariniidae. Ginklasipika han IUCN an species komo diri gud kababarak-an. Waray hini subspecies nga nakalista."
222,id,https://id.wikipedia.org/wiki/Jihyo,https://upload.wikimedia.org/wikipedia/commons/5/5a/Park_Jihyo_at_the_Golden_Disc_Awards_2019.png,Jihyo,,Jihyo,Jihyo pada bulan Januari 2019,English: Jihyo at the Golden Disc Awards 2019 in Seoul.,,image/png,975,630,True,True,True,"Park Ji-hyo, dikenal secara profesional sebagai Jihyo, adalah seorang penyanyi Korea Selatan dan anggota dari grup idola wanita K-pop Twice yang dibentuk oleh JYP Entertainment. Sebagai vokalis utama di dalam grup, dia dikenal karena memiliki suara yang kuat, kemampuan menari, dan karismanya. Jihyo juga merupakan leader Twice."
223,vi,https://vi.wikipedia.org/wiki/Kudat,http://upload.wikimedia.org/wikipedia/commons/a/a3/SabahDistricts-Kudat-pp.png,Kudat,,Kudat,,English: Sabah: Location map of District and Town Kudat,Vị trí của Huyện Kudat,image/png,1652,2000,True,True,True,Huyện Kudat là một huyện thuộc bang Sabah của Malaysia. Huyện Kudat có dân số thời điểm năm 2010 ước tính khoảng 83123 người.
224,jv,https://jv.wikipedia.org/wiki/Mundu,https://upload.wikimedia.org/wikipedia/commons/3/3d/Garcinia_dulcis_CF9A4682.jpg,Mundu,,Mundu,Wit mundhu,"Deutsch: Garcinia dulcis im botanischen Garten Cupaynicú in Guisa, Granma, Kuba English: Garcinia dulcis in the botanical garden Cupaynicú in Guisa, Granma, Cuba Español: Garcinia dulcis, jardin botanico Cupaynicú en Guisa, Granma, Cuba",,image/jpeg,2200,3300,True,True,True,"Mundu yo iku tetuwuhan sing bleger weté iku ukurané sedengan lan ijo sak lawasé. Artine, ora ngalami gugur godong. Batange tegep, wenone coklat lan duwuré nganti 20 m. Wet-wetan iki cukul ing kang apik nganti keduwurané 1.500 m dpl.
Uwoé bunder koyok bal pingpong, yen wes mateng wernoné kuning, alus, lan tipis kulité. Daging uwoé wernoé kuning, mbanyu lan rasane manis-manis asem. Wet-wetan iki ngembang ing wulan-wulan Apri-September. Uwoé matang ing Juli-November. Uwoé mundu iso dipangan langsung lan digarap dadi selai nganti iso dadi campurane jamu tradisional. sedangkan ing jaman bien, kayu lan kulité cerrek digawe sebagai bahan campuran gawene werno ijo asli.
Perlu diperatéakén ketiko mangan uwoé mundu secara langsung iyo iku getaé. Uwoé yen akeh ngandung vitamin C iki ngeduwei getaé yen iso dadeake iritasi enteng marang lambe gawe sing ora biasa. Maka lek katé mangan luwé apik di lucuti kulite lan diweso dikek nganti geta uwoé iku ilang. Ing jero tradisi pewarasan ing Jawa, pucuké godong mundu enom iso digaweaken ngobati mencret. Anadéné kulité dhangan didadéaké sebagai bahan gawe ngewarnoi tiker."
225,vi,https://vi.wikipedia.org/wiki/C%E1%BA%A3i_l%C6%B0%C6%A1ng,https://upload.wikimedia.org/wikipedia/commons/c/cf/Ph%C3%B2ng_tr%C6%B0ng_b%C3%A0y_ngh%E1%BB%87_thu%E1%BA%ADt_c%E1%BA%A3i_l%C6%B0%C6%A1ng.jpg,Cải lương,Dàn nhạc,Cải lương / Dàn nhạc,Phòng trưng bày nghệ thuật cải lương trong Bảo tàng Thành phố Hồ Chí Minh,"Tiếng Việt: Phòng trưng bày nghệ thuật cải lương (trong phần trưng bày văn hóa ở đầu thế kỷ 20) trong Bảo tàng Thành phố Hồ Chí Minh, Việt Nam.",,image/jpeg,3377,4503,True,True,True,"Cải lương là một loại hình kịch hát có nguồn gốc từ miền Nam Việt Nam, hình thành trên cơ sở dòng nhạc Đờn ca tài tử và dân ca miền đồng bằng sông Cửu Long, nhạc xưa cổ
Giải thích chữ ""cải lương"" theo nghĩa Hán Việt, giáo sư Trần Văn Khê cho rằng: ""Cải lương là sửa đổi cho trở nên tốt hơn"", thể hiện qua sân khấu biểu diễn, đề tài kịch bản, nghệ thuật biểu diễn, dàn nhạc và bài bản. Ở đây là đã cải lương nghệ thuật hát bội. Từ 1 động từ theo nghĩa thông thường đã trở thành 1 danh từ riêng. Sau khi cải lương thì nghệ thuật Cải Lương đã khác hẳn với nghệ thuật hát bội cả về nội dung và hình thức.
Về thời gian ra đời, theo Vương Hồng Sển: tuy ""có người cho rằng cải lương đã manh nha từ năm 1916, hoặc là 1918"", nhưng theo ông thì kể từ ngày 16 tháng 11 năm 1918, khi tuồng Gia Long tẩu quốc được công diễn tại Nhà hát Tây Sài Gòn, cách hát mới lạ này mới ""bành trướng không thôi, mở đầu cho nghề mới, lấy đờn ca và ca ra bộ ra chỉnh đốn, thêm thắt mãi, vừa canh tân, vừa cải cách...nên cải lương hình thành lúc nào cũng không ai biết rõ..."""
226,war,https://war.wikipedia.org/wiki/Lantapan,http://upload.wikimedia.org/wikipedia/commons/0/04/Ph_locator_bukidnon_lantapan.png,Lantapan,,Lantapan,,English: Map of the Bukidnon showing the location of Lantapan,Mapa han Bukidnon nga nagpapakita kon hain an Lantapan,image/png,300,300,True,True,True,"An Lantapan usa nga ikatulo nga klase nga bungto ha lalawigan han Bukidnon ha Pilipinas. Sumala han census han tuig 2000, mayda ini populasyon nga 42,383 ka tawo ha 7,880 nga panimalay.
An kaurugan nga industriya o pagpakabuhi dinhe amo an pag-uma o agrikultura. Mayda dinhe duha nga gintatamnan o plantation hin saging, an Dol ngan an Agreventure."
227,vi,https://vi.wikipedia.org/wiki/Elpidio_Quirino,https://upload.wikimedia.org/wikipedia/commons/b/b2/ElpidioQuirino.jpg,Elpidio Quirino,,Elpidio Quirino,,English: Elpidio Quirino,,image/jpeg,470,300,True,True,True,"Elpidio Rivera Quirino là chính trị gia người Filipino của dân tộc Ilocano, từng giữ chức Tổng thống Philippines thứ 6 từ năm 1948 đến năm 1953."
228,vi,https://vi.wikipedia.org/wiki/Edward_VIII,https://upload.wikimedia.org/wikipedia/commons/c/cd/King_Edward_VIII_and_Mrs_Simpson_on_holiday_in_Yugoslavia%2C_1936.jpg,Edward VIII,Thoái vị,Edward VIII / Thoái vị,"Edward VIII và Wallis Simpson trong kì nghỉ của họ ở Địa Trung Hải, 1936.","Daily Herald Archive at the National Media Museum King Edward VIII (1894-1972) reigned from 20 January to 11 December 1936. Just a few months into his sovereignty he caused controversy by proposing to American socialite Wallis Simpson (1896-1986), who had divorced her first husband and was seeking a divorce from her second. The Prime Minister opposed the marriage and, had he remained King, it would have compromised Edward’s position as head of the Church of England. Edward abdicated the throne and was never crowned. This photograph has been selected from the Daily Herald Archive, a collection of over three million photographs. The archive holds work of international, national and local importance by both staff and agency photographers. We're happy for you to share this digital image within the spirit of The Commons. Certain restrictions on high quality reproductions of the original physical version of apply though; if you're unsure please visit the National Media Museum website. For obtaining reproductions of selected images please go to the Science and Society Picture Library.",,image/jpeg,2000,1509,True,True,True,"Edward VIII là Vua của nước Anh thống nhất và tất cả các thuộc địa của Đế quốc Anh, và Hoàng đế Ấn Độ, từ ngày 20 tháng 1 năm 1936 cho đến lúc thoái vị ngày 11 tháng 12 cùng năm.
Edward là vương tử trưởng của Vua George V và Vương hậu Mary xứ Teck. Ông được tấn phong Thân vương xứ Wales vào ngày sinh nhật lần thứ 16, sáu tuần sau khi phụ vương của ông kế vị ngai vàng. Thời niên thiếu, ông phục vụ trong Hải quân Anh dưới thời Đệ Nhất Thế Chiến và có nhiều chuyến công du thay mặt cho phụ vương.
Edward trở thành quốc vương sau khi phụ vương băng hà đầu năm 1936. Tuy nhiên, ông tỏ ra khó chịu với những lễ nghi rườm rà chốn cung đình, khiến các chính trị gia trong nước lo lắng vì thái độ coi thường hiến pháp của ông. Chỉ vài tháng sau khi lên ngôi, ông gây ra một vụ khủng hoảng khi kết hôn với Wallis Simpson, một phụ nữ đến từ Hoa Kỳ đã từng li dị một đời chồng và đang sống li thân với người chồng thứ hai. Thủ tướng Anh và các thuộc địa phản đối hôn sự, lập luận rằng một phụ nữ đã từng li dị hai đời chồng không đủ tư cách để làm mẫu nghi thiên hạ."
229,th,https://th.wikipedia.org/wiki/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%97%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%88%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B8%E0%B8%A5%E0%B8%88%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AD%E0%B8%A2%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B1%E0%B8%A7,https://upload.wikimedia.org/wikipedia/commons/5/59/Thomson%2C_King_Mongkut_of_Siam_%28crop%29.jpg,พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,บรมราชาภิเษกครั้งที่ 1,พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว / พระราชประวัติ / บรมราชาภิเษกครั้งที่ 1,,"English: King Mongkut of Siam, Bangkok (European Dress), 1865 - 1866. Modern albumen print from wet-collodion negative, by John Thomson.",,image/jpeg,434,309,True,True,True,พระบาทสมเด็จพระปรมินทรมหาจุฬาลงกรณ์ฯ พระจุลจอมเกล้าเจ้าอยู่หัว เป็นพระมหากษัตริย์สยาม รัชกาลที่ 5 แห่งราชวงศ์จักรี เสด็จพระราชสมภพเมื่อวันอังคาร เดือน 10 แรม 3 ค่ำ ปีฉลู ตรงกับวันที่ 20 กันยายน พ.ศ. 2396 เป็นพระราชโอรสพระองค์ที่ 4 ในพระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว และเป็นพระองค์ที่ 1 ในสมเด็จพระเทพศิรินทราบรมราชินี เสวยราชสมบัติเมื่อวันพฤหัสบดี เดือน 11 ขึ้น 15 ค่ำ ปีมะโรง พ.ศ. 2411 เสด็จสวรรคต เมื่อวันอาทิตย์ เดือน 11 แรม 4 ค่ำ ปีจอ ตรงกับวันที่ 23 ตุลาคม พ.ศ. 2453 ด้วยโรคพระวักกะ
230,ceb,https://ceb.wikipedia.org/wiki/Phaius_philippinensis,https://upload.wikimedia.org/wikipedia/commons/a/a3/Phaius_philippinensis_raab_bustamante.jpg,Phaius philippinensis,,Phaius philippinensis,,English: Phaius philippinensis,,image/jpeg,472,640,True,True,True,"Espesye sa orkidya ang Phaius philippinensis. Una ning gihulagway ni Nicholas Edward Brown. Ang Phaius philippinensis sakop sa kahenera nga Phaius sa kabanay nga Orchidaceae.
Kini nga matang hayop na sabwag sa Philippines. Pagka karon wala pay siak nga nalista ubos niini niya."
231,vi,https://vi.wikipedia.org/wiki/L%C3%BD_Nh%C3%A2n_T%C3%B4ng,https://upload.wikimedia.org/wikipedia/commons/7/74/L%C3%BD_Nh%C3%A2n_T%C3%B4ng.JPG,Lý Nhân Tông,,Lý Nhân Tông,Tượng Lý Nhân Tông tại Văn Miếu Quốc Tử Giám,"English: Bronze statue of King Lý Nhân Tông, Temple of Literature, Hanoi.",,image/jpeg,3926,2944,True,True,True,"Lý Nhân Tông là vị hoàng đế thứ tư của nhà Lý trong lịch sử Việt Nam. Ông trị vì Đại Việt từ năm 1072 đến năm 1128, tổng cộng 56 năm.
Ông tên thật là Càn Đức, là con trai đầu lòng của Lý Thánh Tông. Năm 1072, Thánh Tông qua đời, Thái tử Càn Đức 7 tuổi lên ngôi tức vua Nhân Tông. Mẹ đích của Nhân Tông là Thái hậu Thượng Dương cùng Thái sư Lý Đạo Thành phụ chính. Sau này, Nhân Tông nghe lời mẹ ruột là Thái phi Linh Nhân, bắt Thái hậu Thượng Dương chôn theo vua Thánh Tông. Từ đây, Thái hậu Linh Nhân và Thái úy Lý Thường Kiệt nắm việc triều chính; hai người này biếm Lý Đạo Thành vào miền Nam một thời gian rồi phục chức. Thái hậu Linh Nhân cùng các tể thần Lý Thường Kiệt, Lý Đạo Thành có ảnh hưởng lớn tới việc nước ngay cả khi Nhân Tông trưởng thành.
Dưới thời trị vì của Nhân Tông, nước Việt phồn vinh, ""dân được giàu đông"". Ông rất quan tâm đến nông nghiệp – thủy lợi, đã cho đắp đê ở nhiều nơi và mở rộng luật cấm giết trâu. Thời Nhân Tông còn nổi bật với việc tổ chức khoa thi Nho học đầu tiên của Đại Việt và xây dựng Văn Miếu – Quốc Tử Giám."
232,id,https://id.wikipedia.org/wiki/Kitsune,https://upload.wikimedia.org/wikipedia/commons/c/cf/Prince_Hanzoku_terrorised_by_a_nine-_tailed_fox.jpg,Kitsune,,Kitsune,Pangeran Hanzoku di India sedang diserang rubah berekor sembilan (lukisan ukiyo-e Utagawa Kuniyoshi dari abad ke-19),,,image/jpeg,2130,1398,True,True,True,"Kitsune adalah sebutan untuk binatang rubah dalam bahasa Jepang. Dalam cerita rakyat Jepang, rubah sering ditampilkan dalam berbagai cerita sebagai makhluk cerdas dengan kemampuan sihirnya yang semakin sempurna sejalan dengan semakin bijak dan semakin tua rubah tersebut. Selain itu, semua rubah dapat menjelma menjadi manusia laki-laki atau perempuan. Dalam legenda, rubah sering diceritakan sebagai penjaga yang setia, teman, kekasih, atau istri, walaupun sering terdapat kisah rubah menipu manusia.
Di zaman Jepang kuno, rubah dan manusia hidup saling berdekatan sehingga legenda tentang kitsune muncul dari persahabatan antara manusia dan rubah. Dalam kepercayaan Shinto, kitsune disebut Inari yang bertugas sebagai pembawa pesan dari Kami. Semakin banyak ekor yang dimiliki kitsune, maka semakin tua, semakin bijak, dan semakin kuat pula kitsune tersebut. Sebagian orang memberi persembahan untuk kitsune karena dianggap memiliki kekuatan gaib."
233,vi,https://vi.wikipedia.org/wiki/PZL_M28,https://upload.wikimedia.org/wikipedia/commons/7/72/PZL_M28_Bryza_1.jpg,PZL M28,,PZL M28,,PZL M28 Bryza/Skytruck light utility/transport plane. Bryza is painted as a polish 304. Squadron bomber. Radom Airshow 2005.,,image/jpeg,1153,2526,True,True,True,"PZL M28 Skytruck là một loại máy bay chở hàng loại nhẹ và chở khách có khả năng cất hoặc hạ cánh ở đường băng ngắn, sản xuất bởi PZL Miele, nâng cấp từ máy bay Antonov An-28 có giấy phép sản xuất. Loại này sản xuất với tên PZL An-28. Loại máy bay dùng để tuần tra và tấn công mặt biển"
234,war,https://war.wikipedia.org/wiki/Alangalang,https://upload.wikimedia.org/wikipedia/commons/2/29/Ph_locator_leyte_alangalang.png,Alangalang,,Alangalang,,English: Map of Leyte showing the location of Alangalang,Mapa han Leyte nga nagpapakita kon hain nahimutang an Bungto han Alangalang.,image/png,350,300,True,True,True,"An Alangalang in segunda klase nga bungto ha lalawigan han Leyte ha Sinirangan nga Kabisay-an nga rehiyon han Pilipinas. Ini nga bungto mayda kahalo-ag nga 151 kilometro kwadrado. Ha amihanan han bungto mabibilngan an mga bungto han Barugo ngan San Miguel, ha salatan o habagatan an bungto han Pastrana, ha amihanan-nga-sidlangan an Syudad han Tacloban, ha sidlangan sapit an Santa Fe nga ha katungdan, an sapit nga bungto amo an Jaro. An Alangalang, ma abot hin beynte noybe kilometro an kahirayo tikang ha Tacloban ug sugad liwat an distancia hini tikang ha Carigara. Sumala han 2010 census, mayda ini populasyon nga 46,411 ka tawo."
235,vi,https://vi.wikipedia.org/wiki/S%C3%A2n_bay_qu%E1%BB%91c_t%E1%BA%BF_T%C3%A2n_S%C6%A1n_Nh%E1%BA%A5t,https://upload.wikimedia.org/wikipedia/commons/d/d2/Vietnam_TanSonNhat_Airport_Check-In.jpg,Sân bay quốc tế Tân Sơn Nhất,Hình ảnh,Sân bay quốc tế Tân Sơn Nhất / Hình ảnh,,Check-In counter TanSonNhat(SGN) Airport Vietnam,,image/jpeg,1080,1440,True,True,True,"Sân bay quốc tế Tân Sơn Nhất là sân bay quốc tế lớn nhất ở Việt Nam. Sân bay quốc tế Tân Sơn Nhất với diện tích 850ha đứng thứ nhất về mặt diện tích cũng như công suất nhà ga và cũng là sân bay có lượng khách lớn nhất Việt Nam. Nằm cách trung tâm Thành phố Hồ Chí Minh 8 km về phía Bắc, thuộc quận Tân Bình, sân bay quốc tế Tân Sơn Nhất là đầu mối giao thông quan trọng của cả miền Nam. Năm 2014, sân bay này phục vụ 26.546.475 lượt khách, nằm trong nhóm 50 sân bay có lượng khách nhiều nhất thế giới.
Năm 2016, sân bay này đã phục vụ 32,6 triệu lượt khách, tăng 22,8% so với năm 2015 và 38,5 triệu luợt khách năm 2018.
Sân bay này là trụ sở hoạt động chính của tất cả các hãng hàng không Việt Nam, là nơi đóng trụ sở của Tổng công ty cảng hàng không Việt Nam, đơn vị quản lý toàn bộ các sân bay dân dụng ở Việt Nam.
Sân bay quốc tế Tân Sơn Nhất thuộc sự quản lý và khai thác của Tổng công ty cảng hàng không Việt Nam, trực thuộc Bộ Giao thông Vận tải."
236,ceb,https://ceb.wikipedia.org/wiki/Crossocheilus_reticulatus,https://upload.wikimedia.org/wikipedia/commons/e/e0/Puzzlebarbe.jpg,Crossocheilus reticulatus,,Crossocheilus reticulatus,,English: Crossocheilus reticulatus Deutsch: Puzzlebarbe,,image/jpeg,951,1318,True,True,True,Espesye sa isda nga una nga gihulagway ni Fowler ni adtong 1934 ang Crossocheilus reticulatus. Ang Crossocheilus reticulatus sakop sa kahenera nga Crossocheilus sa kabanay nga karpa. Giklaseklase sa IUCN ang espesye sa kinaminosang kalabotan. Pagka karon wala pay siak nga nalista ubos niini niya.
237,vi,https://vi.wikipedia.org/wiki/Ph%E1%BA%A1m_Chi_Lan,https://upload.wikimedia.org/wikipedia/commons/b/ba/Pham_Chi_Lan.jpg,Phạm Chi Lan,,Phạm Chi Lan,,"English: vi:Phạm Chi Lan, Vietnamese economist.",,image/jpeg,365,273,True,True,True,"Phạm Chi Lan là một chuyên gia kinh tế nổi bật của Việt Nam. Bà từng là Tổng Thư ký và Phó Chủ tịch của Phòng Thương mại và Công nghiệp Việt Nam, thành viên của Ban Nghiên cứu của Thủ tướng."
238,id,https://id.wikipedia.org/wiki/Fadel_Muhammad,https://upload.wikimedia.org/wikipedia/commons/0/0f/Fadel_Muhammad_DPD_RI.jpg,Fadel Muhammad,,Fadel Muhammad,,"Bahasa Indonesia: Fadel Muhammad, anggota Dewan Perwakilan Daerah Republik Indonesia periode 2019—2024. English: Fadel Muhammad, member of the Regional Representative Council of the Republic of Indonesia for the period 2019-2024.",,image/jpeg,1051,867,True,True,True,"Prof. Dr. Ir. Fadel Muhammad Al-Haddar adalah seorang politikus dan pengusaha di Indonesia. Ia pernah menjabat Menteri Kelautan dan Perikanan pada Kabinet Indonesia Bersatu II dari 22 Oktober 2009 hingga reshuffle Kabinet Indonesia Bersatu II pada 18 Oktober 2011. Fadel Muhammad pun merupakan anggota DPR RI periode 2014-2019 dari daerah pemilihan Gorontalo.
Selain menjadi politisi, keilmuan Fadel Muhammad Al-Haddar dalam bidang kewirausahaan pun begitu diakui dengan diberikannya gelar Guru Besar bidang Public Sector Entrepreneurship dari Fakultas Ilmu Administrasi Universitas Brawijaya.
Karier politik Fadel Muhammad Al-Haddar begitu bersinar saat ia menjabat sebagai Gubernur Provinsi Gorontalo, bersama Wakil Gubernur Dr. Ir. Hi Gusnar Ismail, MM sejak 10 Desember 2001 hingga 22 Oktober 2009, selama 2 periode. Pada periode keduanya, Fadel memperoleh total 81 persen suara masyarakat Gorontalo. Angka ini merupakan persentase tertinggi di Indonesia untuk pilkada sejenis dan tercatat dalam rekor MURI sebagai rekor pemilihan suara tertinggi di Indonesia untuk pemilihan gubernur."
239,id,https://id.wikipedia.org/wiki/Jamu,https://upload.wikimedia.org/wikipedia/commons/c/c0/Jamu_Gendong.JPG,Jamu,Penjualan jamu gendong,Jamu / Penjualan jamu gendong,Penjual jamu gendong sedang menyajikan jamu.,English: Jamu Gendong in Yogyakarta,,image/jpeg,3872,2592,True,True,True,"Jamu adalah sebutan untuk obat tradisional dari Indonesia. Belakangan populer dengan sebutan herba atau herbal.
Jamu dibuat dari bahan-bahan alami, berupa bagian dari tumbuhan seperti rimpang, daun-daunan, kulit batang, dan buah. Ada juga menggunakan bahan dari tubuh hewan, seperti empedu kambing, empedu ular, atau tangkur buaya. Seringkali kuning telur ayam kampung juga dipergunakan untuk tambahan campuran pada jamu gendong.
Jamu biasanya terasa pahit sehingga perlu ditambah madu sebagai pemanis agar rasanya lebih dapat ditoleransi peminumnya. Bahkan ada pula jamu yang ditambah dengan anggur. Selain sebagai pengurang rasa pahit, anggur juga berfungsi untuk menghangatkan tubuh.
Kabupaten Sukoharjo merupakan sentra penjualan jamu tradisional yang cukup dikenal di Indonesia. Kabupaten Sukoharjo merupakan salah satu kabupaten yang termasuk dalam Provinsi Jawa Tengah.
Dari banyaknya pedagang jamu tradisional di Kabupaten Sukoharjo, maka didirikanlah patung identitas Sukoharjo yaitu patung Jamu Gendong yang ada di Bulakrejo. Biasa disebut patung Jamu Gendong karena patungnya menggambarkan seorang petani dan seorang penjual jamu gendong."
240,id,https://id.wikipedia.org/wiki/Suphalak,https://upload.wikimedia.org/wikipedia/commons/7/70/TamraMaewSuphalak.jpg,Suphalak,Sejarah,Suphalak / Sejarah,Kucing suphalak dalam Tamra Maew.,English: Photo of Suphalak Poem and Drawing in the Samut Khoi - Tamra Maew Manuscript,,image/jpeg,657,1000,True,True,True,Suphalak adalah ras kucing murni yang sangat langka dan berasal dari Thailand. Kucing ini diyakini telah ada sejak 300 tahun yang lalu. Ciri khas ras ini adalah memiliki bulu berwarna cokelat kemerahan dengan pola solid.
241,vi,https://vi.wikipedia.org/wiki/Beechcraft_Baron,https://upload.wikimedia.org/wikipedia/commons/2/24/Two_Beechcraft_55.jpg,Beechcraft Baron,Baron 55,Beechcraft Baron / Biến thể / Baron 55,Baron 55 bay trong đội hình với 1 chiếc B55 chế tạo năm 1980.,English: Two Beechcraft 55's in flight.,,image/jpeg,436,550,True,True,True,"Beechcraft Baronlà một loại máy bay động cơ piston hạng nhẹ, do hãng Beech Aircraft Corporation phát triển, hiện nay do hãng Hawker Beechcraft Corporation chế tạo. Baron là một biến thể của Beechcraft Bonanza."
